shipping date (DateOrders),YEAR,Month,Day
5/28/2015 9:05:00 AM,2015,5,28
8/28/2016 7:33:00 AM,2016,8,28
9/28/2017 8:14:00 AM,2017,9,28
10/28/2017 1:06:00 PM,2017,10,28
11/28/2015 8:49:00 AM,2015,11,28
12/28/2015 2:33:00 AM,2015,12,28
3/30/2015 2:20:00 AM,2015,3,30
7/1/2015 4:07:00 AM,2015,7,1
7/1/2016 8:57:00 PM,2016,7,1
8/1/2017 5:52:00 AM,2017,8,1
9/1/2015 4:44:00 AM,2015,9,1
12/1/2017 9:11:00 PM,2017,12,1
2/3/2016 12:29:00 PM,2016,2,3
3/5/2016 4:24:00 PM,2016,3,5
10/5/2017 5:30:00 PM,2017,10,5
11/5/2017 12:28:00 AM,2017,11,5
6/6/2017 2:37:00 AM,2017,6,6
9/6/2015 4:18:00 PM,2015,9,6
9/6/2016 8:25:00 AM,2016,9,6
10/6/2016 8:23:00 AM,2016,10,6
3/7/2015 8:14:00 PM,2015,3,7
11/7/2015 1:56:00 PM,2015,11,7
2/8/2017 2:25:00 AM,2017,2,8
6/8/2016 2:09:00 PM,2016,6,8
10/8/2016 12:51:00 AM,2016,10,8
10/8/2016 4:21:00 AM,2016,10,8
4/9/2017 1:49:00 PM,2017,4,9
5/9/2015 10:14:00 PM,2015,5,9
11/9/2015 11:55:00 PM,2015,11,9
7/10/2017 6:46:00 AM,2017,7,10
8/10/2016 4:57:00 AM,2016,8,10
1/11/2018 10:38:00 PM,2018,1,11
6/11/2017 2:05:00 AM,2017,6,11
11/11/2017 5:22:00 AM,2017,11,11
1/12/2015 4:27:00 PM,2015,1,12
3/12/2015 4:01:00 PM,2015,3,12
5/12/2016 1:35:00 AM,2016,5,12
5/12/2016 10:57:00 PM,2016,5,12
11/12/2016 5:31:00 AM,2016,11,12
12/12/2017 9:05:00 PM,2017,12,12
3/13/2015 12:52:00 PM,2015,3,13
7/13/2015 5:09:00 AM,2015,7,13
9/13/2017 4:29:00 PM,2017,9,13
2/14/2015 7:39:00 AM,2015,2,14
5/14/2017 6:35:00 AM,2017,5,14
11/14/2015 10:46:00 AM,2015,11,14
10/16/2016 3:28:00 AM,2016,10,16
11/16/2017 8:15:00 PM,2017,11,16
12/16/2016 5:50:00 AM,2016,12,16
3/17/2015 4:53:00 PM,2015,3,17
12/17/2016 10:59:00 AM,2016,12,17
6/18/2017 3:28:00 AM,2017,6,18
11/18/2017 8:31:00 AM,2017,11,18
1/19/2017 11:39:00 PM,2017,1,19
1/20/2018 10:21:00 AM,2018,1,20
6/20/2017 3:44:00 PM,2017,6,20
9/20/2015 7:52:00 AM,2015,9,20
8/22/2016 6:15:00 PM,2016,8,22
9/22/2017 1:14:00 AM,2017,9,22
12/24/2015 2:13:00 PM,2015,12,24
2/25/2017 4:30:00 AM,2017,2,25
12/26/2015 1:15:00 AM,2015,12,26
5/27/2017 2:43:00 PM,2017,5,27
2/28/2017 12:39:00 AM,2017,2,28
9/28/2016 8:08:00 PM,2016,9,28
1/29/2017 6:23:00 PM,2017,1,29
3/29/2016 10:19:00 PM,2016,3,29
6/30/2016 6:35:00 AM,2016,6,30
9/30/2015 6:06:00 AM,2015,9,30
5/31/2015 10:44:00 PM,2015,5,31
4/1/2017 11:38:00 AM,2017,4,1
6/1/2016 5:03:00 AM,2016,6,1
9/1/2016 9:29:00 AM,2016,9,1
10/2/2015 2:25:00 AM,2015,10,2
2/3/2015 10:17:00 AM,2015,2,3
4/3/2016 2:10:00 AM,2016,4,3
11/3/2017 11:25:00 PM,2017,11,3
3/5/2017 3:32:00 PM,2017,3,5
12/5/2017 12:20:00 PM,2017,12,5
8/7/2017 2:36:00 PM,2017,8,7
10/8/2015 7:40:00 AM,2015,10,8
4/9/2015 6:15:00 PM,2015,4,9
5/9/2016 7:01:00 AM,2016,5,9
8/9/2017 11:22:00 PM,2017,8,9
1/10/2016 10:52:00 AM,2016,1,10
5/10/2016 7:58:00 PM,2016,5,10
9/10/2016 7:22:00 AM,2016,9,10
7/11/2017 5:27:00 PM,2017,7,11
10/11/2016 10:50:00 AM,2016,10,11
12/11/2017 1:39:00 AM,2017,12,11
9/12/2015 9:06:00 AM,2015,9,12
9/12/2017 3:58:00 PM,2017,9,12
2/13/2017 1:27:00 PM,2017,2,13
7/14/2015 10:51:00 PM,2015,7,14
8/14/2017 3:55:00 AM,2017,8,14
12/14/2015 1:42:00 PM,2015,12,14
12/15/2015 2:24:00 PM,2015,12,15
3/17/2016 11:23:00 PM,2016,3,17
9/17/2016 7:32:00 AM,2016,9,17
11/17/2017 7:43:00 PM,2017,11,17
8/18/2015 11:35:00 AM,2015,8,18
1/19/2017 1:56:00 AM,2017,1,19
4/20/2015 3:47:00 PM,2015,4,20
8/20/2016 8:37:00 AM,2016,8,20
10/20/2016 9:14:00 AM,2016,10,20
2/21/2016 11:51:00 AM,2016,2,21
12/22/2015 9:34:00 PM,2015,12,22
2/24/2015 11:34:00 PM,2015,2,24
9/24/2017 9:17:00 AM,2017,9,24
12/24/2016 12:55:00 AM,2016,12,24
1/25/2017 8:56:00 AM,2017,1,25
4/26/2015 4:39:00 PM,2015,4,26
6/26/2015 5:37:00 PM,2015,6,26
7/26/2016 5:57:00 PM,2016,7,26
3/27/2015 12:45:00 AM,2015,3,27
9/27/2015 12:45:00 PM,2015,9,27
9/27/2017 8:19:00 PM,2017,9,27
12/27/2017 8:22:00 PM,2017,12,27
12/27/2017 11:42:00 PM,2017,12,27
3/28/2015 8:38:00 AM,2015,3,28
1/29/2016 6:33:00 PM,2016,1,29
4/29/2015 6:45:00 PM,2015,4,29
4/29/2017 1:00:00 PM,2017,4,29
1/30/2017 1:28:00 PM,2017,1,30
3/31/2015 9:51:00 AM,2015,3,31
3/31/2016 4:32:00 PM,2016,3,31
5/31/2017 8:19:00 PM,2017,5,31
8/31/2016 11:08:00 AM,2016,8,31
8/31/2016 7:07:00 PM,2016,8,31
3/1/2015 10:36:00 AM,2015,3,1
7/1/2017 3:17:00 AM,2017,7,1
11/2/2015 10:58:00 AM,2015,11,2
3/3/2016 4:02:00 PM,2016,3,3
1/5/2018 6:52:00 AM,2018,1,5
9/5/2015 3:51:00 AM,2015,9,5
1/6/2016 5:00:00 PM,2016,1,6
2/6/2017 11:58:00 PM,2017,2,6
3/6/2016 8:25:00 PM,2016,3,6
8/6/2017 11:38:00 AM,2017,8,6
1/7/2017 1:20:00 PM,2017,1,7
6/7/2015 6:58:00 AM,2015,6,7
10/7/2016 7:35:00 PM,2016,10,7
12/7/2016 2:47:00 PM,2016,12,7
3/8/2015 7:16:00 AM,2015,3,8
3/8/2017 5:37:00 PM,2017,3,8
1/9/2015 2:26:00 AM,2015,1,9
4/9/2017 11:16:00 AM,2017,4,9
7/9/2016 12:06:00 AM,2016,7,9
7/9/2016 9:49:00 PM,2016,7,9
9/9/2015 4:07:00 PM,2015,9,9
2/10/2016 3:49:00 AM,2016,2,10
7/10/2015 1:50:00 AM,2015,7,10
9/10/2016 1:14:00 AM,2016,9,10
12/10/2016 3:44:00 AM,2016,12,10
4/11/2017 7:25:00 AM,2017,4,11
9/11/2015 9:53:00 PM,2015,9,11
7/12/2016 1:45:00 AM,2016,7,12
7/12/2016 2:22:00 AM,2016,7,12
1/13/2017 11:45:00 AM,2017,1,13
12/14/2015 9:03:00 PM,2015,12,14
1/15/2018 2:28:00 AM,2018,1,15
10/15/2016 2:56:00 AM,2016,10,15
5/16/2015 11:43:00 AM,2015,5,16
9/16/2015 11:01:00 AM,2015,9,16
8/17/2015 8:47:00 AM,2015,8,17
10/17/2017 2:52:00 PM,2017,10,17
3/18/2016 6:39:00 PM,2016,3,18
12/18/2015 9:29:00 AM,2015,12,18
1/20/2016 7:15:00 PM,2016,1,20
4/20/2017 11:05:00 AM,2017,4,20
5/20/2015 11:43:00 AM,2015,5,20
11/20/2017 1:03:00 AM,2017,11,20
11/20/2017 4:24:00 PM,2017,11,20
6/21/2016 3:27:00 AM,2016,6,21
8/21/2015 6:35:00 PM,2015,8,21
11/21/2016 5:41:00 AM,2016,11,21
7/22/2017 10:05:00 AM,2017,7,22
10/23/2016 9:09:00 PM,2016,10,23
3/25/2016 1:18:00 AM,2016,3,25
1/26/2016 4:43:00 AM,2016,1,26
1/26/2016 7:04:00 PM,2016,1,26
3/26/2015 9:36:00 PM,2015,3,26
9/26/2017 5:47:00 AM,2017,9,26
1/27/2017 2:48:00 AM,2017,1,27
8/27/2017 5:34:00 PM,2017,8,27
9/27/2016 12:20:00 AM,2016,9,27
2/29/2016 2:12:00 AM,2016,2,29
5/29/2015 8:27:00 PM,2015,5,29
6/30/2017 2:56:00 AM,2017,6,30
12/30/2016 12:54:00 AM,2016,12,30
3/31/2015 1:17:00 AM,2015,3,31
3/31/2015 9:25:00 PM,2015,3,31
4/1/2015 4:04:00 PM,2015,4,1
2/3/2017 12:35:00 PM,2017,2,3
11/4/2017 8:11:00 AM,2017,11,4
8/5/2016 8:33:00 PM,2016,8,5
11/5/2017 12:07:00 AM,2017,11,5
3/6/2015 7:42:00 PM,2015,3,6
6/6/2015 10:33:00 PM,2015,6,6
11/6/2017 5:59:00 PM,2017,11,6
12/6/2015 11:57:00 AM,2015,12,6
12/7/2015 12:29:00 PM,2015,12,7
8/8/2015 12:08:00 PM,2015,8,8
12/9/2015 4:52:00 PM,2015,12,9
7/10/2016 12:53:00 PM,2016,7,10
1/11/2018 5:27:00 AM,2018,1,11
12/11/2017 8:44:00 PM,2017,12,11
2/12/2015 1:20:00 AM,2015,2,12
4/12/2017 10:55:00 AM,2017,4,12
12/12/2017 5:20:00 AM,2017,12,12
10/13/2017 7:57:00 PM,2017,10,13
2/14/2017 7:09:00 AM,2017,2,14
11/14/2017 6:35:00 AM,2017,11,14
1/15/2016 4:38:00 PM,2016,1,15
2/15/2017 9:20:00 PM,2017,2,15
6/15/2017 4:21:00 AM,2017,6,15
8/16/2015 7:34:00 AM,2015,8,16
9/16/2015 5:09:00 PM,2015,9,16
10/16/2015 7:13:00 PM,2015,10,16
8/17/2015 10:32:00 AM,2015,8,17
12/17/2017 2:41:00 AM,2017,12,17
1/18/2016 11:49:00 PM,2016,1,18
6/18/2016 5:02:00 AM,2016,6,18
12/18/2016 6:26:00 PM,2016,12,18
6/19/2016 4:09:00 AM,2016,6,19
9/19/2016 3:35:00 PM,2016,9,19
10/19/2017 3:08:00 AM,2017,10,19
1/20/2018 11:35:00 AM,2018,1,20
7/20/2017 4:29:00 AM,2017,7,20
11/20/2015 4:32:00 PM,2015,11,20
7/21/2015 7:36:00 AM,2015,7,21
5/22/2017 3:57:00 PM,2017,5,22
10/22/2016 10:38:00 AM,2016,10,22
7/25/2015 7:57:00 AM,2015,7,25
7/25/2017 8:03:00 PM,2017,7,25
10/25/2017 1:22:00 AM,2017,10,25
4/26/2017 9:46:00 PM,2017,4,26
8/26/2017 10:38:00 PM,2017,8,26
10/27/2016 12:23:00 PM,2016,10,27
10/27/2017 7:19:00 AM,2017,10,27
9/28/2015 9:25:00 PM,2015,9,28
10/28/2015 5:16:00 PM,2015,10,28
1/30/2018 2:48:00 AM,2018,1,30
10/30/2017 8:53:00 AM,2017,10,30
12/1/2016 9:48:00 PM,2016,12,1
6/2/2015 11:52:00 AM,2015,6,2
5/3/2015 6:39:00 AM,2015,5,3
6/3/2015 3:38:00 AM,2015,6,3
9/3/2015 8:56:00 AM,2015,9,3
11/3/2016 8:10:00 AM,2016,11,3
2/4/2015 7:29:00 AM,2015,2,4
3/4/2017 2:13:00 AM,2017,3,4
9/4/2015 12:05:00 AM,2015,9,4
12/5/2017 8:29:00 AM,2017,12,5
1/6/2016 5:42:00 PM,2016,1,6
5/6/2017 11:14:00 AM,2017,5,6
6/6/2017 1:02:00 AM,2017,6,6
5/7/2017 1:05:00 AM,2017,5,7
6/7/2017 4:43:00 AM,2017,6,7
7/7/2017 11:19:00 AM,2017,7,7
9/7/2017 6:20:00 AM,2017,9,7
10/7/2017 5:51:00 PM,2017,10,7
9/8/2016 12:53:00 AM,2016,9,8
11/8/2017 9:19:00 PM,2017,11,8
12/8/2016 12:56:00 AM,2016,12,8
11/10/2015 3:14:00 AM,2015,11,10
4/11/2016 1:21:00 PM,2016,4,11
9/11/2017 5:59:00 AM,2017,9,11
10/11/2015 5:23:00 AM,2015,10,11
8/12/2016 1:01:00 PM,2016,8,12
12/12/2017 4:11:00 PM,2017,12,12
1/13/2018 6:20:00 AM,2018,1,13
1/13/2018 10:27:00 AM,2018,1,13
5/13/2016 6:18:00 PM,2016,5,13
6/13/2015 1:21:00 AM,2015,6,13
4/14/2015 8:47:00 AM,2015,4,14
1/15/2015 9:00:00 PM,2015,1,15
1/15/2017 6:50:00 AM,2017,1,15
10/15/2017 8:44:00 AM,2017,10,15
12/15/2015 2:13:00 PM,2015,12,15
4/16/2016 5:44:00 PM,2016,4,16
6/16/2016 11:46:00 PM,2016,6,16
8/16/2015 10:43:00 AM,2015,8,16
1/17/2016 3:45:00 PM,2016,1,17
11/17/2017 2:44:00 AM,2017,11,17
6/18/2016 1:53:00 AM,2016,6,18
7/18/2015 12:25:00 AM,2015,7,18
2/19/2015 10:37:00 AM,2015,2,19
3/19/2017 1:03:00 AM,2017,3,19
4/19/2017 12:34:00 AM,2017,4,19
9/19/2015 6:07:00 AM,2015,9,19
11/19/2017 11:03:00 PM,2017,11,19
4/20/2015 8:05:00 AM,2015,4,20
4/20/2017 6:47:00 PM,2017,4,20
8/20/2017 1:27:00 AM,2017,8,20
1/21/2015 10:44:00 PM,2015,1,21
3/21/2015 1:33:00 PM,2015,3,21
10/21/2017 8:28:00 PM,2017,10,21
7/22/2017 7:43:00 AM,2017,7,22
2/23/2015 5:58:00 PM,2015,2,23
6/23/2016 9:35:00 AM,2016,6,23
7/23/2016 9:32:00 AM,2016,7,23
3/24/2017 4:38:00 AM,2017,3,24
4/24/2016 8:05:00 AM,2016,4,24
6/24/2016 1:41:00 AM,2016,6,24
7/24/2016 12:57:00 PM,2016,7,24
3/25/2017 6:07:00 PM,2017,3,25
5/25/2015 7:25:00 PM,2015,5,25
9/25/2017 10:31:00 AM,2017,9,25
7/26/2017 11:49:00 AM,2017,7,26
1/27/2018 9:01:00 PM,2018,1,27
3/27/2015 6:16:00 PM,2015,3,27
4/27/2017 11:52:00 PM,2017,4,27
11/27/2016 9:53:00 AM,2016,11,27
7/28/2015 3:33:00 PM,2015,7,28
9/28/2016 2:58:00 AM,2016,9,28
1/29/2017 11:28:00 PM,2017,1,29
9/29/2016 9:58:00 AM,2016,9,29
12/29/2017 11:15:00 AM,2017,12,29
5/30/2017 2:16:00 AM,2017,5,30
12/31/2017 5:13:00 PM,2017,12,31
5/1/2016 1:04:00 AM,2016,5,1
8/1/2015 11:26:00 AM,2015,8,1
3/2/2016 11:56:00 PM,2016,3,2
6/3/2015 11:52:00 AM,2015,6,3
6/3/2016 10:23:00 AM,2016,6,3
7/3/2017 9:51:00 PM,2017,7,3
10/4/2016 12:09:00 AM,2016,10,4
1/5/2016 11:39:00 PM,2016,1,5
2/5/2017 4:27:00 PM,2017,2,5
5/5/2015 6:13:00 PM,2015,5,5
9/5/2016 4:13:00 AM,2016,9,5
4/6/2016 4:05:00 AM,2016,4,6
5/6/2017 11:19:00 PM,2017,5,6
6/6/2017 11:12:00 AM,2017,6,6
9/6/2017 7:08:00 PM,2017,9,6
12/7/2017 8:18:00 AM,2017,12,7
4/8/2017 8:34:00 PM,2017,4,8
8/8/2016 5:55:00 PM,2016,8,8
12/8/2017 5:20:00 AM,2017,12,8
1/10/2015 10:19:00 AM,2015,1,10
9/10/2016 3:41:00 AM,2016,9,10
9/10/2016 5:52:00 PM,2016,9,10
12/10/2015 6:58:00 PM,2015,12,10
1/11/2016 6:13:00 PM,2016,1,11
3/11/2015 3:29:00 PM,2015,3,11
4/11/2015 12:49:00 PM,2015,4,11
8/11/2017 9:16:00 PM,2017,8,11
11/11/2017 12:01:00 PM,2017,11,11
3/12/2015 6:55:00 AM,2015,3,12
7/12/2016 6:56:00 AM,2016,7,12
8/12/2016 10:12:00 AM,2016,8,12
8/13/2015 12:34:00 AM,2015,8,13
10/13/2016 6:53:00 PM,2016,10,13
11/13/2016 7:38:00 AM,2016,11,13
2/14/2016 3:22:00 PM,2016,2,14
6/14/2017 9:05:00 AM,2017,6,14
12/14/2017 12:09:00 PM,2017,12,14
11/15/2016 1:40:00 AM,2016,11,15
5/16/2016 10:46:00 PM,2016,5,16
7/16/2017 9:44:00 AM,2017,7,16
5/17/2016 2:48:00 AM,2016,5,17
11/17/2015 2:16:00 PM,2015,11,17
3/19/2016 8:08:00 AM,2016,3,19
8/19/2015 7:28:00 PM,2015,8,19
2/20/2016 12:59:00 AM,2016,2,20
8/20/2015 1:31:00 PM,2015,8,20
9/20/2016 5:52:00 PM,2016,9,20
11/20/2016 9:48:00 PM,2016,11,20
11/20/2017 7:38:00 AM,2017,11,20
2/21/2016 3:06:00 AM,2016,2,21
4/22/2016 8:53:00 PM,2016,4,22
8/22/2016 7:55:00 AM,2016,8,22
11/22/2016 2:58:00 PM,2016,11,22
3/23/2016 10:04:00 AM,2016,3,23
4/23/2016 8:47:00 AM,2016,4,23
10/23/2015 2:55:00 AM,2015,10,23
1/24/2015 11:37:00 PM,2015,1,24
2/24/2017 5:23:00 AM,2017,2,24
3/24/2015 3:18:00 PM,2015,3,24
8/24/2016 7:39:00 PM,2016,8,24
9/24/2017 4:33:00 AM,2017,9,24
1/25/2016 1:18:00 PM,2016,1,25
2/25/2016 1:26:00 PM,2016,2,25
3/25/2016 11:43:00 PM,2016,3,25
5/25/2015 8:07:00 PM,2015,5,25
12/25/2015 5:27:00 AM,2015,12,25
6/26/2015 5:11:00 AM,2015,6,26
9/27/2015 12:03:00 PM,2015,9,27
8/30/2015 9:44:00 PM,2015,8,30
8/31/2016 4:08:00 PM,2016,8,31
7/1/2017 8:32:00 AM,2017,7,1
2/2/2016 11:53:00 AM,2016,2,2
3/2/2017 5:12:00 AM,2017,3,2
4/2/2016 3:29:00 PM,2016,4,2
6/2/2015 7:51:00 AM,2015,6,2
9/2/2017 1:52:00 PM,2017,9,2
12/3/2017 1:13:00 PM,2017,12,3
1/4/2018 8:48:00 AM,2018,1,4
2/4/2016 10:23:00 PM,2016,2,4
2/4/2018 2:16:00 AM,2018,2,4
4/5/2017 12:41:00 PM,2017,4,5
6/5/2015 5:33:00 PM,2015,6,5
2/6/2017 6:33:00 PM,2017,2,6
10/6/2017 11:01:00 AM,2017,10,6
2/7/2017 9:21:00 PM,2017,2,7
3/7/2017 10:48:00 AM,2017,3,7
11/7/2015 10:20:00 PM,2015,11,7
12/7/2016 6:11:00 AM,2016,12,7
8/8/2015 3:17:00 PM,2015,8,8
8/8/2017 1:07:00 AM,2017,8,8
9/8/2015 3:51:00 AM,2015,9,8
7/9/2015 5:25:00 PM,2015,7,9
12/10/2015 11:36:00 PM,2015,12,10
1/11/2018 8:37:00 AM,2018,1,11
5/11/2016 7:53:00 AM,2016,5,11
7/11/2015 11:44:00 PM,2015,7,11
1/13/2017 12:48:00 PM,2017,1,13
11/13/2015 8:35:00 PM,2015,11,13
1/14/2017 6:19:00 AM,2017,1,14
3/14/2015 11:32:00 AM,2015,3,14
6/14/2017 7:14:00 PM,2017,6,14
9/14/2015 12:05:00 PM,2015,9,14
1/15/2016 11:54:00 AM,2016,1,15
5/15/2017 1:35:00 AM,2017,5,15
9/15/2017 11:56:00 AM,2017,9,15
8/16/2016 11:57:00 AM,2016,8,16
12/16/2015 6:57:00 PM,2015,12,16
3/17/2016 12:10:00 PM,2016,3,17
4/18/2015 9:03:00 PM,2015,4,18
5/19/2016 3:30:00 AM,2016,5,19
10/19/2016 1:32:00 AM,2016,10,19
12/19/2016 10:44:00 AM,2016,12,19
4/20/2015 2:02:00 PM,2015,4,20
7/20/2015 6:59:00 PM,2015,7,20
6/21/2017 2:14:00 AM,2017,6,21
8/21/2015 1:15:00 AM,2015,8,21
3/22/2015 2:15:00 PM,2015,3,22
7/22/2015 4:42:00 PM,2015,7,22
11/22/2015 10:08:00 PM,2015,11,22
2/23/2016 7:07:00 AM,2016,2,23
5/23/2017 7:32:00 AM,2017,5,23
12/23/2016 2:03:00 PM,2016,12,23
12/23/2017 9:46:00 PM,2017,12,23
7/24/2015 12:51:00 PM,2015,7,24
8/24/2017 3:33:00 AM,2017,8,24
3/25/2015 10:34:00 AM,2015,3,25
5/25/2015 12:30:00 AM,2015,5,25
9/25/2016 11:33:00 AM,2016,9,25
1/26/2018 6:55:00 PM,2018,1,26
7/26/2017 9:49:00 PM,2017,7,26
1/27/2015 8:48:00 PM,2015,1,27
4/27/2015 10:26:00 PM,2015,4,27
6/28/2015 3:10:00 PM,2015,6,28
10/28/2017 2:46:00 AM,2017,10,28
5/29/2015 11:00:00 AM,2015,5,29
5/29/2017 5:57:00 AM,2017,5,29
10/29/2015 7:28:00 AM,2015,10,29
1/30/2018 3:20:00 AM,2018,1,30
5/30/2015 4:31:00 AM,2015,5,30
8/30/2016 7:17:00 PM,2016,8,30
7/1/2016 7:07:00 AM,2016,7,1
10/1/2016 2:52:00 PM,2016,10,1
1/2/2017 11:30:00 PM,2017,1,2
7/2/2015 1:09:00 AM,2015,7,2
1/3/2016 7:22:00 AM,2016,1,3
5/3/2016 8:57:00 AM,2016,5,3
2/4/2017 1:44:00 AM,2017,2,4
3/5/2016 2:01:00 AM,2016,3,5
3/5/2016 8:15:00 PM,2016,3,5
6/5/2017 9:53:00 PM,2017,6,5
7/5/2017 5:23:00 AM,2017,7,5
9/5/2016 1:25:00 AM,2016,9,5
3/7/2015 11:44:00 PM,2015,3,7
4/7/2017 11:53:00 PM,2017,4,7
4/8/2015 1:00:00 PM,2015,4,8
10/9/2016 1:17:00 PM,2016,10,9
8/11/2016 6:53:00 AM,2016,8,11
9/11/2017 12:44:00 AM,2017,9,11
3/13/2016 8:56:00 PM,2016,3,13
4/13/2017 4:21:00 PM,2017,4,13
5/13/2016 3:57:00 PM,2016,5,13
9/14/2015 2:58:00 AM,2015,9,14
2/15/2017 1:06:00 PM,2017,2,15
8/15/2015 1:21:00 PM,2015,8,15
10/15/2017 4:48:00 PM,2017,10,15
7/16/2016 2:22:00 AM,2016,7,16
1/17/2018 8:57:00 AM,2018,1,17
3/17/2017 6:56:00 AM,2017,3,17
1/18/2018 10:58:00 PM,2018,1,18
5/19/2015 3:03:00 PM,2015,5,19
5/19/2016 6:55:00 PM,2016,5,19
7/20/2016 9:22:00 AM,2016,7,20
12/20/2015 8:52:00 PM,2015,12,20
1/21/2016 11:17:00 PM,2016,1,21
1/21/2017 10:25:00 PM,2017,1,21
2/21/2015 11:08:00 AM,2015,2,21
9/21/2015 6:06:00 AM,2015,9,21
1/22/2015 9:41:00 PM,2015,1,22
11/22/2015 12:41:00 PM,2015,11,22
10/23/2017 12:29:00 AM,2017,10,23
10/24/2016 10:59:00 AM,2016,10,24
11/24/2015 8:29:00 AM,2015,11,24
12/24/2016 4:41:00 PM,2016,12,24
6/25/2017 5:23:00 AM,2017,6,25
11/25/2017 1:40:00 AM,2017,11,25
3/26/2015 9:20:00 AM,2015,3,26
8/26/2015 5:22:00 PM,2015,8,26
8/26/2015 9:02:00 PM,2015,8,26
10/26/2017 5:18:00 PM,2017,10,26
1/27/2018 12:16:00 PM,2018,1,27
6/27/2017 12:02:00 PM,2017,6,27
10/27/2017 12:29:00 AM,2017,10,27
11/27/2017 8:30:00 AM,2017,11,27
9/28/2016 4:58:00 PM,2016,9,28
2/29/2016 7:02:00 PM,2016,2,29
1/30/2018 4:49:00 PM,2018,1,30
7/30/2016 5:24:00 PM,2016,7,30
9/1/2017 7:44:00 AM,2017,9,1
8/2/2016 12:51:00 PM,2016,8,2
12/2/2015 9:52:00 AM,2015,12,2
8/3/2016 7:57:00 AM,2016,8,3
12/3/2015 6:11:00 PM,2015,12,3
1/5/2017 7:23:00 AM,2017,1,5
6/5/2017 11:01:00 AM,2017,6,5
1/6/2015 1:39:00 PM,2015,1,6
2/6/2015 2:19:00 PM,2015,2,6
4/6/2016 1:37:00 PM,2016,4,6
5/6/2015 7:53:00 AM,2015,5,6
12/6/2016 1:22:00 AM,2016,12,6
3/8/2015 1:45:00 PM,2015,3,8
4/8/2017 8:55:00 PM,2017,4,8
2/9/2015 10:12:00 PM,2015,2,9
3/9/2017 1:51:00 AM,2017,3,9
8/9/2017 6:23:00 AM,2017,8,9
8/11/2016 4:05:00 AM,2016,8,11
8/11/2017 9:21:00 AM,2017,8,11
10/11/2016 2:20:00 PM,2016,10,11
3/12/2017 9:55:00 AM,2017,3,12
10/12/2017 10:14:00 PM,2017,10,12
11/13/2015 3:24:00 AM,2015,11,13
12/13/2016 8:59:00 AM,2016,12,13
4/15/2016 10:02:00 AM,2016,4,15
5/15/2016 8:14:00 AM,2016,5,15
12/15/2017 3:24:00 AM,2017,12,15
6/17/2016 3:12:00 PM,2016,6,17
6/18/2015 11:09:00 AM,2015,6,18
7/18/2017 5:58:00 PM,2017,7,18
2/19/2016 5:33:00 AM,2016,2,19
11/19/2016 12:21:00 PM,2016,11,19
1/20/2015 5:29:00 PM,2015,1,20
4/20/2017 1:58:00 AM,2017,4,20
8/20/2017 2:04:00 PM,2017,8,20
2/21/2016 6:46:00 PM,2016,2,21
6/21/2016 10:06:00 AM,2016,6,21
7/21/2017 9:33:00 AM,2017,7,21
9/21/2016 4:33:00 AM,2016,9,21
6/22/2017 9:30:00 PM,2017,6,22
7/22/2015 4:48:00 AM,2015,7,22
8/22/2017 2:51:00 AM,2017,8,22
7/23/2016 3:56:00 AM,2016,7,23
11/23/2017 7:27:00 AM,2017,11,23
12/23/2017 9:41:00 AM,2017,12,23
10/25/2016 1:10:00 AM,2016,10,25
6/26/2017 9:46:00 AM,2017,6,26
6/28/2015 2:12:00 AM,2015,6,28
7/28/2016 5:25:00 PM,2016,7,28
8/28/2017 1:26:00 AM,2017,8,28
11/28/2017 12:16:00 AM,2017,11,28
8/29/2016 11:40:00 PM,2016,8,29
8/29/2017 8:53:00 PM,2017,8,29
8/30/2015 8:09:00 PM,2015,8,30
12/31/2016 5:59:00 AM,2016,12,31
1/1/2016 5:37:00 AM,2016,1,1
2/2/2015 9:56:00 AM,2015,2,2
2/2/2015 10:07:00 AM,2015,2,2
2/2/2017 3:13:00 PM,2017,2,2
2/2/2018 5:20:00 PM,2018,2,2
1/3/2016 3:26:00 PM,2016,1,3
4/3/2016 5:19:00 AM,2016,4,3
5/3/2017 8:00:00 PM,2017,5,3
7/3/2015 12:32:00 PM,2015,7,3
10/3/2016 12:14:00 PM,2016,10,3
10/3/2016 9:00:00 PM,2016,10,3
7/4/2017 8:53:00 AM,2017,7,4
11/4/2016 11:08:00 AM,2016,11,4
11/4/2017 11:52:00 AM,2017,11,4
8/5/2015 6:16:00 PM,2015,8,5
8/5/2016 7:56:00 AM,2016,8,5
11/5/2017 7:03:00 PM,2017,11,5
3/6/2017 3:42:00 PM,2017,3,6
10/6/2016 1:33:00 AM,2016,10,6
3/7/2016 12:11:00 PM,2016,3,7
5/7/2016 11:13:00 AM,2016,5,7
5/7/2017 7:17:00 PM,2017,5,7
12/7/2015 3:33:00 AM,2015,12,7
2/8/2016 5:28:00 PM,2016,2,8
2/8/2017 2:41:00 PM,2017,2,8
4/9/2016 9:09:00 AM,2016,4,9
8/9/2017 8:39:00 AM,2017,8,9
4/10/2016 6:47:00 PM,2016,4,10
7/10/2015 1:45:00 PM,2015,7,10
7/10/2017 8:10:00 AM,2017,7,10
8/10/2017 5:35:00 PM,2017,8,10
3/11/2016 6:13:00 AM,2016,3,11
3/11/2017 5:53:00 AM,2017,3,11
4/12/2015 8:10:00 PM,2015,4,12
